CODIGO_REGIONAL;NOMBRE_REGIONAL;CODIGO_CENTRO;NOMBRE_CENTRO;IDENTIFICADOR_FICHA;IDENTIFICADOR_UNICO_FICHA;ESTADO_CURSO;CODIGO_NIVEL_FORMACION;NIVEL_FORMACION;CODIGO_JORNADA;NOMBRE_JORNADA;TIPO_DE_FORMACION;FECHA_INICIO_FICHA;FECHA_TERMINACION_FICHA;ETAPA_FICHA;MODALIDAD_FORMACION;NOMBRE_RESPONSABLE;NUMERO_IDENTIFICACION_EMPRESA;TIPO_IDENTIFICACION_EMPRESA;NOMBRE_EMPRESA;CODIGO_SECTOR_PROGRAMA;NOMBRE_SECTOR_PROGRAMA;CODIGO_OCUPACION;NOMBRE_OCUPACION;CODIGO_PROGRAMA;VERSION_PROGRAMA;NOMBRE_PROGRAMA_FORMACION;CODIGO_PAIS_CURSO;NOMBRE_PAIS_CURSO;CODIGO_DEPARTAMENTO_CURSO;NOMBRE_DEPARTAMENTO_CURSO;CODIGO_MUNICIPIO_CURSO;NOMBRE_MUNICIPIO_CURSO;CODIGO_CONVENIO;NOMBRE_CONVENIO;AMPLIACION_COBERTURA;CODIGO_PROGRAMA_ESPECIAL;NOMBRE_PROGRAMA_ESPECIAL;NUMERO_CURSOS;TOTAL_APRENDICES_MASCULINOS;TOTAL_APRENDICES_FEMENINOS;TOTAL_APRENDICES;HORAS_PLANTA;HORAS_CONTRATISTAS;HORAS_CONTRATISTAS_EXTERNOS;HORAS_MONITORES;HORAS_INST_EMPRESA;TOTAL_HORAS;TOTAL_APRENDICES_ACTIVOS;DURACION_PROGRAMA;NOMBRE_NUEVO_SECTOR;
25;REGIONAL CUNDINAMARCA;9513;CENTRO DE DESARROLLO AGROEMPRESARIAL;717555;1717555;Terminada;8;CURSO ESPECIAL;4;MIXTA;A LA MEDIDA;21/03/2014;25/04/2014;LECTIVA;PRESENCIAL;SANDRA PATRICIA MOSQUERA GALAN;860005068302;NIT;CONGREGACIÓN DE RELIGIOSOS TERCIARIOS CAPUCHINOS DE NUESTRA SEÑORA DE LOS DOLORES;4;SERVICIOS;5244;ARTESANOS;52442020;1;TEJIDOS Y TRENZADOS;57;COLOMBIA;25;CUNDINAMARCA;126;CAJICA;0;;;2135;ATENCION A INSTITUCIONES;1;12;1;13;0:00;40:00;0:00;0:00;0:00;40:00;13;40;INDUSTRIA;
25;REGIONAL CUNDINAMARCA;9513;CENTRO DE DESARROLLO AGROEMPRESARIAL;755289;1755289;Terminada;8;CURSO ESPECIAL;4;MIXTA;A LA MEDIDA;12/05/2014;27/05/2014;LECTIVA;PRESENCIAL;OSWALDO BELEÑO VELASQUEZ;8999994650;NIT;ALCALDIA MUNICIPAL DE CAJICA;6;PENDIENTE POR DEFINIR;8611;AYUDANTES Y OBREROS DE CONSTRUCCIÓN;86110030;1;DISEÑO Y DESARROLLO DE PROTOTIPOS EN MADERA;57;COLOMBIA;25;CUNDINAMARCA;126;CAJICA;0;;;2135;ATENCION A INSTITUCIONES;1;15;0;15;0:00;40:00;0:00;0:00;0:00;40:00;12;40;CONSTRUCCION;
25;REGIONAL CUNDINAMARCA;9513;CENTRO DE DESARROLLO AGROEMPRESARIAL;650445;1650445;En ejecucion;6;TECNÓLOGO;4;MIXTA;NO A LA MEDIDA;20/11/2013;30/11/2015;LECTIVA;PRESENCIAL;GERMAN ROBAYO CRUZ;899999034;NIT;SERVICIO NACIONAL DE APRENDIZAJE - SENA;6;PENDIENTE POR DEFINIR;;;112005;101;GESTIÓN DEL TALENTO HUMANO;57;COLOMBIA;25;CUNDINAMARCA;175;CHIA;0;;;0;;1;27;121;148;447:00;2656:00;0:00;0:00;0:00;3103:00;120;3110;;
25;REGIONAL CUNDINAMARCA;9513;CENTRO DE DESARROLLO AGROEMPRESARIAL;784355;1784355;Terminada;8;CURSO ESPECIAL;4;MIXTA;A LA MEDIDA;24/06/2014;03/07/2014;LECTIVA;PRESENCIAL;GABRIEL JAIME NUÑEZ;8999992812;NIT;ALCALDIA UBATE;2;INDUSTRIA;2241;TÉCNICOS EN ELECTRICIDAD;22410159;1;RIESGO ELECTRICOS Y MEDIDAS DE CONTROL;57;COLOMBIA;25;CUNDINAMARCA;843;VILLA DE SAN DIEGO DE UBATÉ;0;;;1003;AULA MÓVIL;1;8;9;17;0:00;40:00;0:00;0:00;0:00;40:00;17;40;ELECTRICIDAD;
25;REGIONAL CUNDINAMARCA;9513;CENTRO DE DESARROLLO AGROEMPRESARIAL;493087;1493087;En ejecucion;2;TÉCNICO;4;MIXTA;NO A LA MEDIDA;21/03/2013;12/12/2014;PRACTICA;PRESENCIAL;AURA LUCIA MAYORGA;9600073361;NIT;CEIS COLSUBSIDIO;6;PENDIENTE POR DEFINIR;1221;ASISTENTES ADMINISTRATIVOS;122121;2;ASISTENCIA ADMINISTRATIVA;57;COLOMBIA;25;CUNDINAMARCA;758;SOPÓ;0;;;2010;INTEGRACIÓN CON LA EDUCACIÓN MEDIA ACADÉMICA;1;10;18;28;0:00;125:00;0:00;0:00;0:00;125:00;17;1940;SERVICIOS;
25;REGIONAL CUNDINAMARCA;9513;CENTRO DE DESARROLLO AGROEMPRESARIAL;690744;1690744;Terminada;8;CURSO ESPECIAL;4;MIXTA;NO A LA MEDIDA;05/03/2014;14/05/2014;LECTIVA;PRESENCIAL;LUIS JORGE SIERRA JAIME;800013638;NIT;FLORES SAGARO S.A.;1;PRIMARIO Y EXTRACTIVO;7331;TRABAJADORES AGRÍCOLAS;73311563;1;MANEJO RACIONAL DE PLAGUICIDAS;57;COLOMBIA;25;CUNDINAMARCA;175;CHIA;0;;;2135;ATENCION A INSTITUCIONES;1;18;4;22;60:00;0:00;0:00;0:00;0:00;60:00;16;60;AGROPECUARIO;
25;REGIONAL CUNDINAMARCA;9513;CENTRO DE DESARROLLO AGROEMPRESARIAL;718992;1718992;Terminada por fecha;8;CURSO ESPECIAL;4;MIXTA;NO A LA MEDIDA;20/03/2014;01/04/2014;LECTIVA;PRESENCIAL;BARBARA IVONNE PRIETO RODRIGUEZ;8999991728;NIT;ALCALDIA CHIA;5;TRANSVERSAL;1312;AUXILIARES DE OFICINA;13120125;1;APLICACIÓN DE HERRAMIENTAS BASICAS DE LA HOJA DE CALCULO MICROSOFT EXCEL;57;COLOMBIA;25;CUNDINAMARCA;175;CHIA;0;;;2135;ATENCION A INSTITUCIONES;1;5;17;22;0:00;32:00;0:00;0:00;0:00;32:00;22;32;SERVICIOS;
25;REGIONAL CUNDINAMARCA;9513;CENTRO DE DESARROLLO AGROEMPRESARIAL;694280;1694280;Terminada;8;CURSO ESPECIAL;4;MIXTA;A LA MEDIDA;26/02/2014;24/07/2014;LECTIVA;PRESENCIAL;LUZ DEL CARMEN GUERRA OSORIO;8999992812;NIT;ALCALDIA UBATE;4;SERVICIOS;6621;AYUDANTES DE COCINA Y CAFETERÍA;66210157;1;EMPRENDEDOR EN GASTRONOMIA ORIENTADA AL TURISMO ALTERNATIVO.;57;COLOMBIA;25;CUNDINAMARCA;843;VILLA DE SAN DIEGO DE UBATÉ;0;;;1011;JOVENES RURALES CON ALIANZAS;1;2;33;35;0:00;280:00;0:00;0:00;0:00;280:00;28;320;SERVICIOS;
25;REGIONAL CUNDINAMARCA;9513;CENTRO DE DESARROLLO AGROEMPRESARIAL;690747;1690747;Terminada;8;CURSO ESPECIAL;4;MIXTA;A LA MEDIDA;21/02/2014;11/07/2014;LECTIVA;PRESENCIAL;HERNAN JIMENEZ NOSSA;8999992812;NIT;ALCALDIA UBATE;5;TRANSVERSAL;2222;TÉCNICOS FORESTALES Y DE RECURSOS NATURALES;22220089;1;APROPIACIÓN Y APLICACIÓN DE LAS ENERGÍAS ALTERNATIVAS;57;COLOMBIA;25;CUNDINAMARCA;843;VILLA DE SAN DIEGO DE UBATÉ;0;;;1011;JOVENES RURALES CON ALIANZAS;1;25;3;28;0:00;234:00;0:00;0:00;0:00;234:00;15;310;AGROPECUARIO;
25;REGIONAL CUNDINAMARCA;9513;CENTRO DE DESARROLLO AGROEMPRESARIAL;724697;1724697;Terminada;8;CURSO ESPECIAL;4;MIXTA;A LA MEDIDA;02/04/2014;30/04/2014;LECTIVA;PRESENCIAL;EUCARIS PALERMA YARURO PRADO;8999994682;NIT;ALCALDIA MUNICIPAL DE SOPO;6;PENDIENTE POR DEFINIR;6373;ESTILISTAS DE ESTETICISTAS Y AFINES;63730587;1;PEINADOS Y CEPILLADOS;57;COLOMBIA;25;CUNDINAMARCA;758;SOPÓ;0;;;2135;ATENCION A INSTITUCIONES;1;1;20;21;0:00;40:00;0:00;0:00;0:00;40:00;15;40;SERVICIOS;
25;REGIONAL CUNDINAMARCA;9513;CENTRO DE DESARROLLO AGROEMPRESARIAL;734476;1734476;Terminada;8;CURSO ESPECIAL;4;MIXTA;A LA MEDIDA;09/04/2014;14/05/2014;LECTIVA;PRESENCIAL;LUCAS BAUTISTA PARRA;8999994668;NIT;ALCALDIA MUNICIPAL DE COGUA;4;SERVICIOS;6355;COCINEROS;63550091;1;BÁSICO DE COCINA CRIOLLA;57;COLOMBIA;25;CUNDINAMARCA;200;COGUA;0;;;2135;ATENCION A INSTITUCIONES;1;3;26;29;0:00;40:00;0:00;0:00;0:00;40:00;29;40;SERVICIOS;
25;REGIONAL CUNDINAMARCA;9513;CENTRO DE DESARROLLO AGROEMPRESARIAL;733912;1733912;Terminada;8;CURSO ESPECIAL;4;MIXTA;NO A LA MEDIDA;25/04/2014;08/05/2014;LECTIVA;PRESENCIAL;EDGAR AUGUSTO PILONIETA MOGOLLON;860517394;NIT;ASOCIACION COLOMBIANA DE DROGUISTAS - ASOCOLDRO;1;PRIMARIO Y EXTRACTIVO;9615;OBREROS Y AYUDANTES EN LA ELABORACIÓN DE ALIMENTOS Y BEBIDAS;96151461;2;HIGIENE Y MANIPULACION DE ALIMENTOS.;57;COLOMBIA;11;BOGOTÁ D.C.;1;BOGOTÁ;0;;;2135;ATENCION A INSTITUCIONES;1;4;16;20;0:00;40:00;0:00;0:00;0:00;40:00;20;40;SERVICIOS;
25;REGIONAL CUNDINAMARCA;9513;CENTRO DE DESARROLLO AGROEMPRESARIAL;730057;1730057;Terminada;8;CURSO ESPECIAL;4;MIXTA;A LA MEDIDA;05/04/2014;24/05/2014;LECTIVA;PRESENCIAL;OSWALDO BELEÑO VELASQUEZ;8999994650;NIT;ALCALDIA MUNICIPAL DE CAJICA;6;PENDIENTE POR DEFINIR;8611;AYUDANTES Y OBREROS DE CONSTRUCCIÓN;86110030;1;DISEÑO Y DESARROLLO DE PROTOTIPOS EN MADERA;57;COLOMBIA;25;CUNDINAMARCA;126;CAJICA;0;;;2135;ATENCION A INSTITUCIONES;1;13;4;17;0:00;36:00;0:00;0:00;0:00;36:00;17;40;CONSTRUCCION;
25;REGIONAL CUNDINAMARCA;9513;CENTRO DE DESARROLLO AGROEMPRESARIAL;495645;1495645;En ejecucion;2;TÉCNICO;4;MIXTA;NO A LA MEDIDA;22/03/2013;12/12/2014;PRACTICA;PRESENCIAL;ALEXANDRA RAMOS;9600073361;NIT;CEIS COLSUBSIDIO;6;PENDIENTE POR DEFINIR;2211;TÉCNICOS EN QUÍMICA APLICADA;221109;2;ANÁLISIS DE MUESTRAS QUÍMICAS;57;COLOMBIA;25;CUNDINAMARCA;758;SOPÓ;0;;;2000;INTEGRACIÓN CON LA EDUCACIÓN MEDIA TÉCNICA;1;7;15;22;0:00;170:00;0:00;0:00;0:00;170:00;21;2020;INDUSTRIA;
25;REGIONAL CUNDINAMARCA;9513;CENTRO DE DESARROLLO AGROEMPRESARIAL;860450;1860450;Terminada;8;CURSO ESPECIAL;4;MIXTA;NO A LA MEDIDA;16/10/2014;28/10/2014;LECTIVA;PRESENCIAL;LEIDY TATIANA SUAREZ;8999991728;NIT;ALCALDIA CHIA;4;SERVICIOS;3151;ENFERMEROS;31510002;2;PREVENCION  DE ACCIDENTES Y PRIMEROS AUXILIOS;57;COLOMBIA;25;CUNDINAMARCA;175;CHIA;0;;;2135;ATENCION A INSTITUCIONES;1;8;17;25;0:00;40:00;0:00;0:00;0:00;40:00;21;40;SALUD;
25;REGIONAL CUNDINAMARCA;9513;CENTRO DE DESARROLLO AGROEMPRESARIAL;693394;1693394;Terminada;8;CURSO ESPECIAL;4;MIXTA;A LA MEDIDA;24/02/2014;25/07/2014;LECTIVA;PRESENCIAL;MARIA DE LOS ANGELES LACAMBRA GAVIRIA;8999992812;NIT;ALCALDIA UBATE;6;PENDIENTE POR DEFINIR;8422;SASTRES DE MODISTOS DE PELETEROS Y SOMBREREROS;84220282;1;EMPRENDEDORES EN ELABORACION DE PATRONAJE Y CONFECCION DE PRENDAS DE VESTIR;57;COLOMBIA;25;CUNDINAMARCA;843;VILLA DE SAN DIEGO DE UBATÉ;0;;;1011;JOVENES RURALES CON ALIANZAS;1;3;28;31;0:00;295:00;0:00;0:00;0:00;295:00;15;350;TEXTILES;
25;REGIONAL CUNDINAMARCA;9513;CENTRO DE DESARROLLO AGROEMPRESARIAL;490330;1490330;En ejecucion;2;TÉCNICO;4;MIXTA;A LA MEDIDA;15/03/2013;12/12/2014;PRACTICA;PRESENCIAL;PAOLA CARDENAS;860029941;NIT;INSTITUCION EDUCATIVA DEPARTAMENTAL BOLIVAR;4;SERVICIOS;5253;ÁRBITROS;525305;1;JUZGAMIENTO DEPORTIVO;57;COLOMBIA;25;CUNDINAMARCA;843;VILLA DE SAN DIEGO DE UBATÉ;0;;;2000;INTEGRACIÓN CON LA EDUCACIÓN MEDIA TÉCNICA;1;29;12;41;0:00;182:00;0:00;0:00;0:00;182:00;36;1815;SERVICIOS;
25;REGIONAL CUNDINAMARCA;9513;CENTRO DE DESARROLLO AGROEMPRESARIAL;765007;1765007;Terminada;8;CURSO ESPECIAL;4;MIXTA;A LA MEDIDA;23/05/2014;29/05/2014;LECTIVA;PRESENCIAL;YESID NARANJO;8999991728;NIT;ALCALDIA CHIA;2;INDUSTRIA;8611;AYUDANTES Y OBREROS DE CONSTRUCCIÓN;86110193;1;CONSTRUCCIÓN DE COLUMNAS EN CONCRETO REFORZADO;57;COLOMBIA;25;CUNDINAMARCA;175;CHIA;0;;;2135;ATENCION A INSTITUCIONES;1;16;0;16;0:00;20:00;0:00;0:00;0:00;20:00;15;20;CONSTRUCCION;
25;REGIONAL CUNDINAMARCA;9513;CENTRO DE DESARROLLO AGROEMPRESARIAL;749744;1749744;Terminada;8;CURSO ESPECIAL;4;MIXTA;NO A LA MEDIDA;08/05/2014;27/05/2014;LECTIVA;PRESENCIAL;DARIO FERNANDO INSUASTY;8999994682;NIT;ALCALDIA MUNICIPAL DE SOPO;1;PRIMARIO Y EXTRACTIVO;9615;OBREROS Y AYUDANTES EN LA ELABORACIÓN DE ALIMENTOS Y BEBIDAS;96151461;2;HIGIENE Y MANIPULACION DE ALIMENTOS.;57;COLOMBIA;25;CUNDINAMARCA;758;SOPÓ;0;;;2135;ATENCION A INSTITUCIONES;1;7;19;26;0:00;42:00;0:00;0:00;0:00;42:00;12;40;SERVICIOS;
25;REGIONAL CUNDINAMARCA;9513;CENTRO DE DESARROLLO AGROEMPRESARIAL;816881;1816881;Terminada;8;CURSO ESPECIAL;4;MIXTA;NO A LA MEDIDA;12/08/2014;14/10/2014;LECTIVA;PRESENCIAL;FRANCISCO JAVIER ZAMORA;899999034;NIT;SERVICIO NACIONAL DE APRENDIZAJE - SENA;6;PENDIENTE POR DEFINIR;9415;OPERADORES DE MÁQUINAS DE SOLDADURA;94150003;1;APLICACIÓN DE SOLDADURA SMAW EN ACEROS AL CARBONO;57;COLOMBIA;25;CUNDINAMARCA;126;CAJICA;0;;;2135;ATENCION A INSTITUCIONES;1;15;8;23;0:00;50:00;0:00;0:00;0:00;50:00;23;50;INDUSTRIA;
25;REGIONAL CUNDINAMARCA;9513;CENTRO DE DESARROLLO AGROEMPRESARIAL;724362;1724362;Terminada;8;CURSO ESPECIAL;4;MIXTA;NO A LA MEDIDA;28/03/2014;06/06/2014;LECTIVA;PRESENCIAL;ALBEIRO NOREÑA;8999994682;NIT;ALCALDIA MUNICIPAL DE SOPO;4;SERVICIOS;1353;AUXILIARES DE INFORMACIÓN Y SERVICIO AL CLIENTE;13530482;1;MANEJO DE LA  INFORMACION TURISTICA REGIONAL;57;COLOMBIA;25;CUNDINAMARCA;758;SOPÓ;0;;;2135;ATENCION A INSTITUCIONES;1;12;20;32;0:00;40:00;0:00;0:00;0:00;40:00;24;40;SERVICIOS;
25;REGIONAL CUNDINAMARCA;9513;CENTRO DE DESARROLLO AGROEMPRESARIAL;724422;1724422;Terminada por fecha;8;CURSO ESPECIAL;4;MIXTA;A LA MEDIDA;05/04/2014;14/06/2014;LECTIVA;PRESENCIAL;VLADIMIR CUBILLOS;8999991728;NIT;ALCALDIA CHIA;2;INDUSTRIA;8323;INSTALADORES DE REDES DE ENERGÍA ELÉCTRICA;83230037;1;ELECTRICIDAD BÁSICA RESIDENCIAL;57;COLOMBIA;25;CUNDINAMARCA;758;SOPÓ;0;;;2135;ATENCION A INSTITUCIONES;1;20;5;25;0:00;40:00;0:00;0:00;0:00;40:00;25;40;ELECTRICIDAD;
25;REGIONAL CUNDINAMARCA;9513;CENTRO DE DESARROLLO AGROEMPRESARIAL;800148;1800148;Terminada;8;CURSO ESPECIAL;4;MIXTA;NO A LA MEDIDA;16/07/2014;07/08/2014;LECTIVA;PRESENCIAL;LINDA CAROLINE;8999994650;NIT;ALCALDIA MUNICIPAL DE CAJICA;2;INDUSTRIA;2251;DISEÑADORES INDUSTRIALES;22510011;1;DISEÑO ASISTIDO POR COMPUTADOR - AUTOCAD BÁSICO;57;COLOMBIA;25;CUNDINAMARCA;126;CAJICA;0;;;2135;ATENCION A INSTITUCIONES;1;17;0;17;0:00;40:00;0:00;0:00;0:00;40:00;16;40;INDUSTRIA;
25;REGIONAL CUNDINAMARCA;9513;CENTRO DE DESARROLLO AGROEMPRESARIAL;882663;1882663;En ejecucion;8;CURSO ESPECIAL;4;MIXTA;NO A LA MEDIDA;11/11/2014;04/12/2014;LECTIVA;PRESENCIAL;OSWALDO BELEÑO;860005068302;NIT;CONGREGACIÓN DE RELIGIOSOS TERCIARIOS CAPUCHINOS DE NUESTRA SEÑORA DE LOS DOLORES;6;PENDIENTE POR DEFINIR;5244;ARTESANOS;52440445;1;ACABADOS DEL PRODUCTO ARTESANAL EN MADERA;57;COLOMBIA;25;CUNDINAMARCA;126;CAJICA;0;;;2135;ATENCION A INSTITUCIONES;1;18;0;18;0:00;30:00;0:00;0:00;0:00;30:00;18;60;INDUSTRIA;
